epoch,quote,digit,sigma,sigma_bin
1781629228,209.2,0,3.8017,38
1781629229,209.25,5,3.8025,38
1781629230,209.26,6,3.8015,38
1781629231,209.23,3,3.8011,38
1781629232,209.2,0,3.8007,38
1781629233,209.16,6,3.8008,38
1781629234,209.25,5,3.8057,38
1781629235,209.21,1,3.8059,38
1781629236,209.19,9,3.8051,38
1781629237,209.21,1,3.8043,38
1781629238,209.26,6,3.8051,38
1781629239,209.29,9,3.8047,38
1781629240,209.29,9,3.8036,38
1781629241,209.34,4,3.8044,38
1781629242,209.42,2,3.8080,38
1781629243,209.41,1,3.8070,38
1781629244,209.42,2,3.8061,38
1781629245,209.36,6,3.8076,38
1781629246,209.3,0,3.8092,38
1781629247,209.23,3,3.8117,38
1781629248,209.26,6,3.8113,38
1781629249,209.28,8,3.8106,38
1781629250,209.26,6,3.8098,38
1781629251,209.22,2,3.8099,38
1781629252,209.23,3,3.8081,38
1781629253,209.35,5,3.8186,38
1781629254,209.37,7,3.8183,38
1781629255,209.33,3,3.8183,38
1781629256,209.34,4,3.8183,38
1781629257,209.36,6,3.8174,38
1781629258,209.34,4,3.8177,38
1781629259,209.37,7,3.8181,38
1781629260,209.31,1,3.8195,38
1781629261,209.37,7,3.8215,38
1781629262,209.34,4,3.8221,38
1781629263,209.32,2,3.8223,38
1781629264,209.3,0,3.8219,38
1781629265,209.28,8,3.8215,38
1781629266,209.23,3,3.8231,38
1781629267,209.23,3,3.8228,38
1781629268,209.25,5,3.8224,38
1781629269,209.23,3,3.8215,38
1781629270,209.2,0,3.8219,38
1781629271,209.22,2,3.8219,38
1781629272,209.16,6,3.8210,38
1781629273,209.16,6,3.8209,38
1781629274,209.15,5,3.8207,38
1781629275,209.21,1,3.8230,38
1781629276,209.22,2,3.8230,38
1781629277,209.18,8,3.8239,38
1781629278,209.15,5,3.8242,38
1781629279,209.2,0,3.8258,38
1781629280,209.2,0,3.8239,38
1781629281,209.31,1,3.8324,38
1781629282,209.23,3,3.8368,38
1781629283,209.19,9,3.8373,38
1781629284,209.21,1,3.8373,38
1781629285,209.2,0,3.8373,38
1781629286,209.2,0,3.8361,38
1781629287,209.13,3,3.8379,38
1781629288,209.17,7,3.8390,38
1781629289,209.15,5,3.8393,38
1781629290,209.14,4,3.8387,38
1781629291,209.15,5,3.8387,38
1781629292,209.18,8,3.8387,38
1781629293,209.13,3,3.8369,38
1781629294,209.12,2,3.8352,38
1781629295,209.1,0,3.8337,38
1781629296,209.05,5,3.8337,38
1781629297,209.06,6,3.8335,38
1781629298,209.07,7,3.8332,38
1781629299,209.05,5,3.8324,38
1781629300,208.99,9,3.8350,38
1781629301,209.01,1,3.8350,38
1781629302,209,0,3.8350,38
1781629303,208.99,9,3.8350,38
1781629304,209.03,3,3.8350,38
1781629305,209.01,1,3.8317,38
1781629306,208.93,3,3.8305,38
1781629307,208.97,7,3.8316,38
1781629308,209.01,1,3.8309,38
1781629309,209.02,2,3.8298,38
1781629310,208.99,9,3.8305,38
1781629311,209.04,4,3.8322,38
1781629312,209.03,3,3.8218,38
1781629313,209.05,5,3.8210,38
1781629314,209,0,3.8227,38
1781629315,208.97,7,3.8215,38
1781629316,208.98,8,3.8190,38
1781629317,209.02,2,3.8202,38
1781629318,209,0,3.8204,38
1781629319,209.01,1,3.8202,38
1781629320,209.01,1,3.8201,38
1781629321,208.95,5,3.8215,38
1781629322,208.94,4,3.8215,38
1781629323,208.94,4,3.8189,38
1781629324,208.93,3,3.8164,38
1781629325,209,0,3.8197,38
1781629326,209.04,4,3.8190,38
1781629327,208.96,6,3.8218,38
1781629328,208.95,5,3.8219,38
1781629329,208.94,4,3.8184,38
1781629330,208.99,9,3.8202,38
1781629331,208.99,9,3.8202,38
1781629332,209.01,1,3.8193,38
1781629333,209.01,1,3.8175,38
1781629334,208.99,9,3.8175,38
1781629335,208.98,8,3.8173,38
1781629336,208.97,7,3.8173,38
1781629337,208.92,2,3.8191,38
1781629338,208.93,3,3.8191,38
1781629339,208.95,5,3.8191,38
1781629340,208.98,8,3.8191,38
1781629341,208.97,7,3.8191,38
1781629342,209.01,1,3.8200,38
1781629343,209.01,1,3.8197,38
1781629344,208.96,6,3.8215,38
1781629345,208.98,8,3.8218,38
1781629346,208.98,8,3.8218,38
1781629347,209.03,3,3.8148,38
1781629348,209.06,6,3.8154,38
1781629349,209.07,7,3.8143,38
1781629350,209.05,5,3.8139,38
1781629351,209.08,8,3.8143,38
1781629352,209.01,1,3.8178,38
1781629353,208.95,5,3.8197,38
1781629354,208.93,3,3.8199,38
1781629355,208.94,4,3.8200,38
1781629356,208.93,3,3.8198,38
1781629357,208.96,6,3.8205,38
1781629358,208.97,7,3.8205,38
1781629359,209,0,3.8205,38
1781629360,209.05,5,3.8222,38
1781629361,209.04,4,3.8223,38
1781629362,209.07,7,3.8183,38
1781629363,209.08,8,3.8183,38
1781629364,209.08,8,3.8183,38
1781629365,209.08,8,3.8183,38
1781629366,209.16,6,3.8226,38
1781629367,209.12,2,3.8235,38
1781629368,209.04,4,3.8279,38
1781629369,209.07,7,3.8285,38
1781629370,209.08,8,3.8239,38
1781629371,209.06,6,3.8224,38
1781629372,209.09,9,3.8230,38
1781629373,209.06,6,3.8225,38
1781629374,209.06,6,3.8213,38
1781629375,209.08,8,3.8216,38
1781629376,209.08,8,3.8181,38
1781629377,209.04,4,3.8104,38
1781629378,209.07,7,3.8110,38
1781629379,209.07,7,3.8109,38
1781629380,209.05,5,3.8094,38
1781629381,209.07,7,3.8096,38
1781629382,209.05,5,3.8096,38
1781629383,209.07,7,3.8098,38
1781629384,209.02,2,3.8116,38
1781629385,209.06,6,3.8110,38
1781629386,209.06,6,3.8084,38
1781629387,209.09,9,3.8072,38
1781629388,209.15,5,3.8097,38
1781629389,209.16,6,3.8080,38
1781629390,209.18,8,3.8082,38
1781629391,209.18,8,3.8076,38
1781629392,209.2,0,3.8060,38
1781629393,209.18,8,3.8060,38
1781629394,209.15,5,3.7962,38
1781629395,209.16,6,3.7936,38
1781629396,209.16,6,3.7918,38
1781629397,209.13,3,3.7924,38
1781629398,209.02,2,3.8010,38
1781629399,208.97,7,3.7955,38
1781629400,208.99,9,3.7958,38
1781629401,208.88,8,3.8043,38
1781629402,208.86,6,3.8011,38
1781629403,208.81,1,3.8011,38
1781629404,208.79,9,3.8011,38
1781629405,208.74,4,3.8028,38
1781629406,208.72,2,3.8019,38
1781629407,208.75,5,3.8014,38
1781629408,208.85,5,3.8061,38
1781629409,208.87,7,3.8057,38
1781629410,208.95,5,3.8101,38
1781629411,208.95,5,3.8098,38
1781629412,208.91,1,3.8107,38
1781629413,208.95,5,3.8116,38
1781629414,208.96,6,3.8110,38
1781629415,208.92,2,3.8121,38
1781629416,208.95,5,3.8127,38
1781629417,208.94,4,3.8127,38
1781629418,208.97,7,3.8132,38
1781629419,209.03,3,3.8152,38
1781629420,209.04,4,3.8135,38
1781629421,208.99,9,3.8153,38
1781629422,208.94,4,3.8171,38
1781629423,208.95,5,3.8136,38
1781629424,208.95,5,3.8135,38
1781629425,209,0,3.8127,38
1781629426,208.99,9,3.8125,38
1781629427,208.93,3,3.8149,38
1781629428,208.92,2,3.8146,38
1781629429,208.9,0,3.8123,38
1781629430,208.95,5,3.8135,38
1781629431,208.9,0,3.8135,38
1781629432,208.91,1,3.8109,38
1781629433,208.89,9,3.8112,38
1781629434,208.92,2,3.8107,38
1781629435,208.87,7,3.8124,38
1781629436,208.85,5,3.8127,38
1781629437,208.87,7,3.8127,38
1781629438,208.87,7,3.8124,38
1781629439,208.82,2,3.8124,38
1781629440,208.75,5,3.8159,38
1781629441,208.76,6,3.8159,38
1781629442,208.74,4,3.8159,38
1781629443,208.74,4,3.8123,38
1781629444,208.72,2,3.8090,38
1781629445,208.76,6,3.8102,38
1781629446,208.77,7,3.8096,38
1781629447,208.85,5,3.8143,38
1781629448,208.88,8,3.8146,38
1781629449,208.82,2,3.8161,38
1781629450,208.77,7,3.8176,38
1781629451,208.73,3,3.8187,38
1781629452,208.69,9,3.8181,38
1781629453,208.7,0,3.8181,38
1781629454,208.7,0,3.8178,38
1781629455,208.76,6,3.8192,38
1781629456,208.7,0,3.8192,38
1781629457,208.75,5,3.8207,38
1781629458,208.73,3,3.8184,38
1781629459,208.78,8,3.8202,38
1781629460,208.75,5,3.8190,38
1781629461,208.73,3,3.8186,38
1781629462,208.71,1,3.8186,38
1781629463,208.74,4,3.8186,38
1781629464,208.71,1,3.8192,38
1781629465,208.7,0,3.8186,38
1781629466,208.72,2,3.8186,38
1781629467,208.81,1,3.8245,38
1781629468,208.82,2,3.8243,38
1781629469,208.77,7,3.8261,38
1781629470,208.72,2,3.8279,38
1781629471,208.69,9,3.8279,38
1781629472,208.66,6,3.8279,38
1781629473,208.71,1,3.8291,38
1781629474,208.73,3,3.8293,38
1781629475,208.73,3,3.8287,38
1781629476,208.79,9,3.8277,38
1781629477,208.76,6,3.8284,38
1781629478,208.77,7,3.8273,38
1781629479,208.82,2,3.8288,38
1781629480,208.87,7,3.8295,38
1781629481,208.86,6,3.8292,38
1781629482,208.81,1,3.8292,38
1781629483,208.77,7,3.8301,38
1781629484,208.77,7,3.8298,38
1781629485,208.73,3,3.8307,38
1781629486,208.75,5,3.8307,38
1781629487,208.82,2,3.8336,38
1781629488,208.87,7,3.8351,38
1781629489,208.93,3,3.8377,38
1781629490,208.98,8,3.8392,38
1781629491,208.99,9,3.8305,38
1781629492,209.05,5,3.8328,38
1781629493,209.03,3,3.8330,38
1781629494,209.04,4,3.8319,38
1781629495,209.07,7,3.8290,38
1781629496,209.09,9,3.8292,38
1781629497,209.09,9,3.8234,38
1781629498,209.05,5,3.8239,38
1781629499,209.05,5,3.8239,38
1781629500,209.03,3,3.8235,38
1781629501,209.02,2,3.8218,38
1781629502,209,0,3.8221,38
1781629503,208.96,6,3.8232,38
1781629504,209,0,3.8241,38
1781629505,209.04,4,3.8253,38
1781629506,208.99,9,3.8259,38
1781629507,209.03,3,3.8271,38
1781629508,209.06,6,3.8259,38
1781629509,209.02,2,3.8235,38
1781629510,209,0,3.8235,38
1781629511,208.92,2,3.8275,38
1781629512,208.87,7,3.8290,38
1781629513,208.79,9,3.8336,38
1781629514,208.88,8,3.8377,38
1781629515,208.81,1,3.8400,38
1781629516,208.83,3,3.8403,38
1781629517,208.87,7,3.8412,38
1781629518,208.95,5,3.8458,38
1781629519,208.98,8,3.8463,38
1781629520,208.93,3,3.8479,38
1781629521,208.93,3,3.8476,38
1781629522,208.92,2,3.8474,38
1781629523,208.88,8,3.8467,38
1781629524,208.81,1,3.8502,39
1781629525,208.84,4,3.8505,39
1781629526,208.81,1,3.8494,38
1781629527,208.82,2,3.8483,38
1781629528,208.83,3,3.8481,38
1781629529,208.78,8,3.8499,38
1781629530,208.84,4,3.8524,39
1781629531,208.88,8,3.8518,39
1781629532,208.85,5,3.8498,38
1781629533,208.86,6,3.8498,38
1781629534,208.82,2,3.8507,39
1781629535,208.8,0,3.8510,39
1781629536,208.83,3,3.8516,39
1781629537,208.87,7,3.8528,39
1781629538,208.93,3,3.8518,39
1781629539,208.92,2,3.8501,39
1781629540,208.9,0,3.8501,39
1781629541,208.87,7,3.8507,39
1781629542,208.87,7,3.8504,39
1781629543,208.85,5,3.8504,39
1781629544,208.86,6,3.8487,38
1781629545,208.85,5,3.8469,38
1781629546,208.89,9,3.8478,38
1781629547,208.9,0,3.8461,38
1781629548,208.89,9,3.8426,38
1781629549,208.85,5,3.8434,38
1781629550,208.87,7,3.8411,38
1781629551,208.87,7,3.8339,38
1781629552,208.85,5,3.8330,38
1781629553,208.93,3,3.8370,38
1781629554,208.91,1,3.8366,38
1781629555,208.85,5,3.8381,38
1781629556,208.87,7,3.8381,38
1781629557,208.87,7,3.8378,38
1781629558,208.86,6,3.8376,38
1781629559,208.87,7,3.8365,38
1781629560,208.91,1,3.8376,38
1781629561,208.9,0,3.8341,38
1781629562,208.93,3,3.8322,38
1781629563,209.01,1,3.8365,38
1781629564,209.01,1,3.8358,38
1781629565,208.97,7,3.8370,38
1781629566,208.95,5,3.8366,38
1781629567,208.97,7,3.8363,38
1781629568,208.97,7,3.8304,38
1781629569,208.98,8,3.8287,38
1781629570,208.91,1,3.8296,38
1781629571,208.92,2,3.8294,38
1781629572,209.01,1,3.8350,38
1781629573,209.07,7,3.8373,38
1781629574,209.09,9,3.8375,38
1781629575,209.12,2,3.8375,38
1781629576,209.09,9,3.8382,38
1781629577,209.12,2,3.8370,38
1781629578,209.1,0,3.8366,38
1781629579,209.11,1,3.8366,38
1781629580,209.04,4,3.8401,38
1781629581,209.03,3,3.8366,38
1781629582,209.1,0,3.8395,38
1781629583,209.09,9,3.8393,38
1781629584,209.14,4,3.8411,38
1781629585,209.19,9,3.8429,38
1781629586,209.21,1,3.8420,38
1781629587,209.18,8,3.8426,38
1781629588,209.17,7,3.8408,38
1781629589,209.15,5,3.8411,38
1781629590,209.16,6,3.8393,38
1781629591,209.13,3,3.8399,38
1781629592,209.12,2,3.8364,38
1781629593,209.09,9,3.8368,38
1781629594,209.05,5,3.8373,38
1781629595,208.97,7,3.8393,38
1781629596,208.96,6,3.8387,38
1781629597,209,0,3.8373,38
1781629598,208.98,8,3.8350,38
1781629599,208.97,7,3.8304,38
1781629600,209.04,4,3.8339,38
1781629601,209,0,3.8344,38
1781629602,209,0,3.8308,38
1781629603,208.96,6,3.8294,38
1781629604,208.98,8,3.8285,38
1781629605,208.95,5,3.8289,38
1781629606,208.99,9,3.8300,38
1781629607,208.96,6,3.8234,38
1781629608,208.99,9,3.8238,38
1781629609,209.07,7,3.8284,38
1781629610,209.01,1,3.8292,38
1781629611,208.92,2,3.8315,38
1781629612,208.89,9,3.8321,38
1781629613,208.92,2,3.8321,38
1781629614,208.95,5,3.8321,38
1781629615,208.98,8,3.8321,38
1781629616,208.95,5,3.8327,38
1781629617,208.99,9,3.8327,38
1781629618,209.01,1,3.8318,38
1781629619,209.03,3,3.8303,38
1781629620,209,0,3.8308,38
1781629621,208.98,8,3.8305,38
1781629622,208.97,7,3.8303,38
1781629623,208.99,9,3.8287,38
1781629624,208.99,9,3.8269,38
1781629625,208.95,5,3.8280,38
1781629626,208.9,0,3.8295,38
1781629627,208.87,7,3.8266,38
1781629628,208.85,5,3.8266,38
1781629629,208.87,7,3.8266,38
1781629630,208.86,6,3.8249,38
1781629631,208.85,5,3.8250,38
1781629632,208.76,6,3.8308,38
1781629633,208.74,4,3.8305,38
1781629634,208.79,9,3.8322,38
1781629635,208.77,7,3.8325,38
1781629636,208.71,1,3.8333,38
1781629637,208.74,4,3.8314,38
1781629638,208.76,6,3.8305,38
1781629639,208.81,1,3.8323,38
1781629640,208.81,1,3.8311,38
1781629641,208.78,8,3.8311,38
1781629642,208.86,6,3.8357,38
1781629643,208.82,2,3.8368,38
1781629644,208.81,1,3.8362,38
1781629645,208.85,5,3.8371,38
1781629646,208.79,9,3.8371,38
1781629647,208.74,4,3.8386,38
1781629648,208.75,5,3.8384,38
1781629649,208.78,8,3.8390,38
1781629650,208.79,9,3.8384,38
1781629651,208.75,5,3.8393,38
1781629652,208.76,6,3.8358,38
1781629653,208.75,5,3.8332,38
1781629654,208.74,4,3.8315,38
1781629655,208.74,4,3.8303,38
1781629656,208.78,8,3.8315,38
1781629657,208.83,3,3.8307,38
1781629658,208.82,2,3.8308,38
1781629659,209.55,5,3.8318,38
1781629660,209.48,8,3.8353,38
1781629661,209.55,5,3.8388,38
1781629662,209.61,1,3.8414,38
1781629663,209.63,3,3.8417,38
1781629664,209.6,0,3.8423,38
1781629665,209.59,9,3.8421,38
1781629666,209.56,6,3.8416,38
1781629667,209.59,9,3.8422,38
1781629668,209.53,3,3.8445,38
1781629669,209.59,9,3.8470,38
1781629670,209.52,2,3.8506,39
1781629671,209.52,2,3.8470,38
1781629672,209.49,9,3.8474,38
1781629673,209.41,1,3.8502,39
1781629674,209.41,1,3.8502,39
1781629675,209.43,3,3.8498,38
1781629676,209.42,2,3.8487,38
1781629677,209.4,0,3.8489,38
1781629678,209.41,1,3.8489,38
1781629679,209.43,3,3.8491,38
1781629680,209.43,3,3.8489,38
1781629681,209.4,0,3.8483,38
1781629682,209.37,7,3.8487,38
1781629683,209.35,5,3.8489,38
1781629684,209.35,5,3.8471,38
1781629685,209.32,2,3.8466,38
1781629686,209.31,1,3.8449,38
1781629687,209.32,2,3.8447,38
1781629688,209.24,4,3.8486,38
1781629689,209.23,3,3.8481,38
1781629690,209.28,8,3.8498,38
1781629691,209.28,8,3.8491,38
1781629692,209.29,9,3.8491,38
1781629693,209.31,1,3.8494,38
1781629694,209.23,3,3.8539,39
1781629695,209.24,4,3.8539,39
1781629696,209.24,4,3.8536,39
1781629697,209.19,9,3.8536,39
1781629698,209.15,5,3.8545,39
1781629699,209.15,5,3.8538,39
1781629700,209.13,3,3.8541,39
1781629701,209.15,5,3.8525,39
1781629702,209.16,6,3.8520,39
1781629703,209.16,6,3.8508,39
1781629704,209.12,2,3.8508,39
1781629705,209.13,3,3.8508,39
1781629706,209.19,9,3.8522,39
1781629707,209.15,5,3.8516,39
1781629708,209.17,7,3.8519,39
1781629709,209.14,4,3.8499,38
1781629710,209.11,1,3.8494,38
1781629711,209.11,1,3.8494,38
1781629712,209.07,7,3.8499,38
1781629713,209.12,2,3.8517,39
1781629714,209.11,1,3.8515,39
1781629715,209.11,1,3.8489,38
1781629716,209.1,0,3.8489,38
1781629717,209.08,8,3.8480,38
1781629718,209.09,9,3.8474,38
1781629719,209.09,9,3.8468,38
1781629720,209.1,0,3.8442,38
1781629721,209.04,4,3.8462,38
1781629722,209.05,5,3.8456,38
1781629723,208.96,6,3.8496,38
1781629724,209.02,2,3.8522,39
1781629725,209.05,5,3.8529,39
1781629726,209.1,0,3.8541,39
1781629727,209.09,9,3.8506,39
1781629728,209.07,7,3.8436,38
1781629729,209.04,4,3.8436,38
1781629730,209.09,9,3.8452,38
1781629731,209.08,8,3.8452,38
1781629732,209,0,3.8497,38
1781629733,208.98,8,3.8494,38
1781629734,208.96,6,3.8450,38
1781629735,208.92,2,3.8461,38
1781629736,208.93,3,3.8462,38
1781629737,208.88,8,3.8479,38
1781629738,208.79,9,3.8535,39
1781629739,208.8,0,3.8517,39
1781629740,208.86,6,3.8497,38
1781629741,208.88,8,3.8489,38
1781629742,208.82,2,3.8514,39
1781629743,208.77,7,3.8525,39
1781629744,208.78,8,3.8515,39
1781629745,208.74,4,3.8520,39
1781629746,208.74,4,3.8520,39
1781629747,208.71,1,3.8520,39
1781629748,208.75,5,3.8528,39
1781629749,208.76,6,3.8526,39
1781629750,208.72,2,3.8537,39
1781629751,208.73,3,3.8537,39
1781629752,208.71,1,3.8522,39
1781629753,208.77,7,3.8541,39
1781629754,208.79,9,3.8518,39
1781629755,208.75,5,3.8523,39
1781629756,208.75,5,3.8465,38
1781629757,208.77,7,3.8467,38
1781629758,208.84,4,3.8499,38
1781629759,208.82,2,3.8502,39
1781629760,208.81,1,3.8491,38
1781629761,208.86,6,3.8509,39
1781629762,208.93,3,3.8533,39
1781629763,208.94,4,3.8530,39
1781629764,208.98,8,3.8539,39
1781629765,209.04,4,3.8559,39
1781629766,209.08,8,3.8564,39
1781629767,209.03,3,3.8579,39
1781629768,209.01,1,3.8581,39
1781629769,208.99,9,3.8566,39
1781629770,209.02,2,3.8572,39
1781629771,209.07,7,3.8579,39
1781629772,209.03,3,3.8590,39
1781629773,209.07,7,3.8595,39
1781629774,209.15,5,3.8639,39
1781629775,209.15,5,3.8636,39
1781629776,209.15,5,3.8635,39
1781629777,209.14,4,3.8624,39
1781629778,209.14,4,3.8621,39
1781629779,209.2,0,3.8647,39
1781629780,209.18,8,3.8649,39
1781629781,209.18,8,3.8649,39
1781629782,209.15,5,3.8652,39
1781629783,209.16,6,3.8646,39
1781629784,209.14,4,3.8614,39
1781629785,209.14,4,3.8611,39
1781629786,209.17,7,3.8617,39
1781629787,209.18,8,3.8618,39
1781629788,209.16,6,3.8609,39
1781629789,209.17,7,3.8592,39
1781629790,209.17,7,3.8585,39
1781629791,209.22,2,3.8585,39
1781629792,209.18,8,3.8571,39
1781629793,209.17,7,3.8565,39
1781629794,209.14,4,3.8525,39
1781629795,209.17,7,3.8532,39
1781629796,209.2,0,3.8535,39
1781629797,209.24,4,3.8512,39
1781629798,209.2,0,3.8517,39
1781629799,209.18,8,3.8502,39
1781629800,209.14,4,3.8507,39
1781629801,209.12,2,3.8503,39
1781629802,209.13,3,3.8486,38
1781629803,209.15,5,3.8453,38
1781629804,209.16,6,3.8447,38
1781629805,209.17,7,3.8442,38
1781629806,209.2,0,3.8436,38
1781629807,209.18,8,3.8436,38
1781629808,209.19,9,3.8411,38
1781629809,209.28,8,3.8469,38
1781629810,209.2,0,3.8512,39
1781629811,209.27,7,3.8548,39
1781629812,209.32,2,3.8565,39
1781629813,209.34,4,3.8561,39
1781629814,209.35,5,3.8561,39
1781629815,209.35,5,3.8561,39
1781629816,209.38,8,3.8549,39
1781629817,209.35,5,3.8555,39
1781629818,209.42,2,3.8584,39
1781629819,209.48,8,3.8609,39
1781629820,209.48,8,3.8574,39
1781629821,209.45,5,3.8577,39
1781629822,209.43,3,3.8574,39
1781629823,209.44,4,3.8574,39
1781629824,209.43,3,3.8574,39
1781629825,209.4,0,3.8578,39
1781629826,209.38,8,3.8578,39
1781629827,209.38,8,3.8566,39
1781629828,209.35,5,3.8572,39
1781629829,209.37,7,3.8549,39
1781629830,209.43,3,3.8557,39
1781629831,209.49,9,3.8577,39
1781629832,209.44,4,3.8583,39
1781629833,209.43,3,3.8548,39
1781629834,209.43,3,3.8537,39
1781629835,209.41,1,3.8537,39
1781629836,209.45,5,3.8542,39
1781629837,209.51,1,3.8550,39
1781629838,209.42,2,3.8608,39
1781629839,209.38,8,3.8616,39
1781629840,209.34,4,3.8616,39
1781629841,209.3,0,3.8625,39
1781629842,209.24,4,3.8639,39
1781629843,209.31,1,3.8663,39
1781629844,209.35,5,3.8672,39
1781629845,209.35,5,3.8660,39
1781629846,209.32,2,3.8649,39
1781629847,209.26,6,3.8657,39
1781629848,209.31,1,3.8675,39
1781629849,209.29,9,3.8675,39
1781629850,209.32,2,3.8681,39
1781629851,209.22,2,3.8746,39
1781629852,209.22,2,3.8746,39
1781629853,209.16,6,3.8736,39
1781629854,209.11,1,3.8751,39
1781629855,209.11,1,3.8748,39
1781629856,209.07,7,3.8760,39
1781629857,208.99,9,3.8788,39
1781629858,209.05,5,3.8811,39
1781629859,209.02,2,3.8799,39
1781629860,209.06,6,3.8804,39
1781629861,209.07,7,3.8804,39
1781629862,209.05,5,3.8807,39
1781629863,209.01,1,3.8818,39
1781629864,208.98,8,3.8807,39
1781629865,208.99,9,3.8796,39
1781629866,208.99,9,3.8796,39
1781629867,208.96,6,3.8796,39
1781629868,208.94,4,3.8753,39
1781629869,208.88,8,3.8776,39
1781629870,208.98,8,3.8812,39
1781629871,208.93,3,3.8830,39
1781629872,208.93,3,3.8823,39
1781629873,208.95,5,3.8800,39
1781629874,208.94,4,3.8775,39
1781629875,208.94,4,3.8769,39
1781629876,208.97,7,3.8769,39
1781629877,208.93,3,3.8779,39
1781629878,208.93,3,3.8779,39
1781629879,208.96,6,3.8751,39
1781629880,208.95,5,3.8748,39
1781629881,208.96,6,3.8749,39
1781629882,208.98,8,3.8741,39
1781629883,208.93,3,3.8752,39
1781629884,208.92,2,3.8753,39
1781629885,208.95,5,3.8753,39
1781629886,208.91,1,3.8746,39
1781629887,208.95,5,3.8758,39
1781629888,208.94,4,3.8756,39
1781629889,208.97,7,3.8761,39
1781629890,208.95,5,3.8738,39
1781629891,209.04,4,3.8794,39
1781629892,208.98,8,3.8819,39
1781629893,209.01,1,3.8825,39
1781629894,209.04,4,3.8831,39
1781629895,209.04,4,3.8828,39
1781629896,209.04,4,3.8825,39
1781629897,209.03,3,3.8823,39
1781629898,208.97,7,3.8846,39
1781629899,208.93,3,3.8855,39
1781629900,208.92,2,3.8852,39
1781629901,208.89,9,3.8859,39
1781629902,208.82,2,3.8836,39
1781629903,208.79,9,3.8842,39
1781629904,208.8,0,3.8842,39
1781629905,208.83,3,3.8813,39
1781629906,208.82,2,3.8813,39
1781629907,208.85,5,3.8819,39
1781629908,208.83,3,3.8822,39
1781629909,208.85,5,3.8822,39
1781629910,208.87,7,3.8824,39
1781629911,208.87,7,3.8778,39
1781629912,208.86,6,3.8778,39
1781629913,208.88,8,3.8774,39
1781629914,208.96,6,3.8820,39
1781629915,208.99,9,3.8820,39
1781629916,208.97,7,3.8822,39
1781629917,208.91,1,3.8837,39
1781629918,208.91,1,3.8825,39
1781629919,208.98,8,3.8835,39
1781629920,208.97,7,3.8832,39
1781629921,208.97,7,3.8814,39
1781629922,209.02,2,3.8826,39
1781629923,208.98,8,3.8826,39
1781629924,209,0,3.8817,39
1781629925,209.07,7,3.8846,39
1781629926,209.09,9,3.8849,39
1781629927,209.15,5,3.8874,39
1781629928,209.14,4,3.8868,39
1781629929,209.16,6,3.8870,39
1781629930,209.17,7,3.8868,39
1781629931,209.19,9,3.8865,39
1781629932,209.25,5,3.8879,39
1781629933,209.27,7,3.8875,39
1781629934,209.36,6,3.8922,39
1781629935,209.35,5,3.8916,39
1781629936,209.35,5,3.8910,39
1781629937,209.28,8,3.8927,39
1781629938,209.3,0,3.8930,39
1781629939,209.32,2,3.8932,39
1781629940,209.36,6,3.8943,39
1781629941,209.36,6,3.8942,39
1781629942,209.42,2,3.8942,39
1781629943,209.49,9,3.8919,39
1781629944,209.51,1,3.8919,39
1781629945,209.45,5,3.8945,39
1781629946,209.4,0,3.8960,39
1781629947,209.44,4,3.8971,39
1781629948,209.39,9,3.8982,39
1781629949,209.39,9,3.8980,39
1781629950,209.36,6,3.8986,39
1781629951,209.36,6,3.8980,39
1781629952,209.39,9,3.8985,39
1781629953,209.36,6,3.8974,39
1781629954,209.31,1,3.8980,39
1781629955,209.38,8,3.9015,39
1781629956,209.38,8,3.9008,39
1781629957,209.4,0,3.8965,39
1781629958,209.37,7,3.8946,39
1781629959,209.37,7,3.8875,39
1781629960,209.36,6,3.8869,39
1781629961,209.31,1,3.8886,39
1781629962,209.3,0,3.8880,39
1781629963,209.3,0,3.8874,39
1781629964,209.35,5,3.8889,39
1781629965,209.39,9,3.8897,39
1781629966,209.37,7,3.8900,39
1781629967,209.42,2,3.8872,39
1781629968,209.44,4,3.8869,39
1781629969,209.4,0,3.8862,39
1781629970,209.39,9,3.8863,39
1781629971,209.32,2,3.8892,39
1781629972,209.38,8,3.8915,39
1781629973,209.35,5,3.8918,39
1781629974,209.36,6,3.8907,39
1781629975,209.37,7,3.8902,39
1781629976,209.45,5,3.8890,39
1781629977,209.39,9,3.8897,39
1781629978,209.36,6,3.8901,39
1781629979,209.39,9,3.8907,39
1781629980,209.36,6,3.8907,39
1781629981,209.34,4,3.8892,39
1781629982,209.37,7,3.8892,39
1781629983,209.39,9,3.8892,39
1781629984,209.37,7,3.8895,39
1781629985,209.38,8,3.8895,39
1781629986,209.32,2,3.8886,39
1781629987,209.34,4,3.8888,39
1781629988,209.38,8,3.8897,39
1781629989,209.38,8,3.8894,39
1781629990,209.38,8,3.8868,39
1781629991,209.41,1,3.8872,39
1781629992,209.46,6,3.8878,39
1781629993,209.43,3,3.8882,39
1781629994,209.43,3,3.8881,39
1781629995,209.45,5,3.8877,39
1781629996,209.49,9,3.8877,39
1781629997,209.42,2,3.8912,39
1781629998,209.41,1,3.8910,39
1781629999,209.4,0,3.8910,39
1781630000,209.43,3,3.8890,39
1781630001,209.43,3,3.8884,39
1781630002,209.42,2,3.8884,39
1781630003,209.37,7,3.8890,39
1781630004,209.35,5,3.8875,39
1781630005,209.32,2,3.8879,39
